Tweet Id,Tweet Date,Follower Count,Account Verified,Favorite Count,Retweets,Tweet Text
1521163464911302658,2022-05-02 16:23:26,904,False,0,2,"b'RT @BTGPactual: Investidor estrangeiro saca R$ 611,2 mi l\xc3\xadquidos da B3 em 28/4, com fluxo em abril -R$ 5,9 bi. \n\nInvestidor individual tiro\xe2\x80\xa6'"
1521162664537382912,2022-05-02 16:20:15,9,False,0,0,"b'@BTGPactual @almo1962 Eu tamb\xc3\xa9m estou com problemas no App, desde cedo. Alguma previs\xc3\xa3o de retorno? Imposs\xc3\xadvel de operar hoje.'"
1521162166992318464,2022-05-02 16:18:17,310,False,0,2,"b'RT @BTGPactual: Investidor estrangeiro saca R$ 611,2 mi l\xc3\xadquidos da B3 em 28/4, com fluxo em abril -R$ 5,9 bi. \n\nInvestidor individual tiro\xe2\x80\xa6'"
1521156016053923841,2022-05-02 15:53:50,21,False,0,9,"b'RT @BTGPactual: Indicadores de Mercado \xe2\x80\x93 ABRIL\n\n- CDI: +0,83% \n- Poupan\xc3\xa7a: +0,56% \n- Ouro: +2,4% \n- D\xc3\xb3lar Comercial: +3,85% \n- A\xc3\xa7\xc3\xb5es (Ibove\xe2\x80\xa6'"
1521155587152781313,2022-05-02 15:52:08,73,False,1,0,b'@BTGPactual 12.52h. Nada de HB. N\xc3\xa3o funciona.'
1521155399751290881,2022-05-02 15:51:23,29,False,1,0,"b'@MateusBR78 @BTGPactual Opa, concordo. Facilitaria. Tem que melhorar a usabilidade dos apps tamb\xc3\xa9m, ainda t\xc3\xa1 devendo depois das \xc3\xbaltimas atualiza\xc3\xa7\xc3\xb5es. Bora @BTGPactual.'"
1521153726194593793,2022-05-02 15:44:44,1025,False,1,0,b'@whendeobernardo @BTGPactual Penso que pelo menos o BTG Trader poderia ser junto ao BTG Investimentos.'
1521153392332226562,2022-05-02 15:43:25,1025,False,1,0,b'@whendeobernardo @BTGPactual Ideal seria que eles colocassem tudo em um aplicativo s\xc3\xb3.'
1521152414346358784,2022-05-02 15:39:31,422,False,0,0,"b'Deu pau no HB, @BTGPactual? Veja a\xc3\xad @nonoinvestidor, li\xc3\xa7\xc3\xa3o pra todo mundo segurar em dia de derretimento porque o que #VALE3 \xc3\xa9 a convic\xc3\xa7\xc3\xa3o!'"
1521152157294243840,2022-05-02 15:38:30,885,False,0,9,"b'RT @BTGPactual: Indicadores de Mercado \xe2\x80\x93 ABRIL\n\n- CDI: +0,83% \n- Poupan\xc3\xa7a: +0,56% \n- Ouro: +2,4% \n- D\xc3\xb3lar Comercial: +3,85% \n- A\xc3\xa7\xc3\xb5es (Ibove\xe2\x80\xa6'"
1521151944160591872,2022-05-02 15:37:39,453,False,0,0,b'@BTGPactual Tive que passar 40 minutos no telefone para ser atendido e conseguir alocar limite. \nVERGONHOSO para voc\xc3\xaas. \nSempre o HB est\xc3\xa1 indispon\xc3\xadvel.\nNa Genial dificilmente isso aconteceria'
1521151187671826433,2022-05-02 15:34:39,829,False,0,9,"b'RT @BTGPactual: Indicadores de Mercado \xe2\x80\x93 ABRIL\n\n- CDI: +0,83% \n- Poupan\xc3\xa7a: +0,56% \n- Ouro: +2,4% \n- D\xc3\xb3lar Comercial: +3,85% \n- A\xc3\xa7\xc3\xb5es (Ibove\xe2\x80\xa6'"
1521150745344712705,2022-05-02 15:32:53,16,False,0,0,b'@BTGPactual Entrarei em contato imediatamente mas ja informo que meu caso nao \xc3\xa9 um caso isolado basta ver os comentarios desse video que voces enviaram https://t.co/9coOxvLToB'
1521149923168858114,2022-05-02 15:29:37,29,False,4,0,b'Al\xc3\xb4 @BTGPactual t\xc3\xa1 imposs\xc3\xadvel usar o aplicativo e a plataforma de investimento. Faz tempo que t\xc3\xa1 bem ruim. Vamos melhorar?! Come\xc3\xa7ando a me arrepender de ter migrado para a plataforma de voc\xc3\xaas \xf0\x9f\x98\xa1'
1521149669891530752,2022-05-02 15:28:37,310,False,0,9,"b'RT @BTGPactual: Indicadores de Mercado \xe2\x80\x93 ABRIL\n\n- CDI: +0,83% \n- Poupan\xc3\xa7a: +0,56% \n- Ouro: +2,4% \n- D\xc3\xb3lar Comercial: +3,85% \n- A\xc3\xa7\xc3\xb5es (Ibove\xe2\x80\xa6'"
1521144384770744322,2022-05-02 15:07:37,155,False,0,0,b'@BTGPactual @luciana63749139 O aplicativo deixou eu enviar duas ordens de vendas duplicadas e as duas foram executadas. Eu tinha 600 a\xc3\xa7\xc3\xb5es e vendi 1200  \\o/'
1521143008338534401,2022-05-02 15:02:09,2,False,0,0,"b'3 horas tentando alocar garantia no @BTGPactual , 1 hora tentando contato para resolver o problema, a manh\xc3\xa3 inteira perdida e estou sem atendimento e sem solu\xc3\xa7\xc3\xa3o para a problema. Sempre d\xc3\xa1 pra piorar n\xc3\xa9. Mas acho que no caso do BTG tem como piorar mais n\xc3\xa3o \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'"
1521140549578809344,2022-05-02 14:52:23,68,False,1,0,b'algu\xc3\xa9m com dificuldade em acessar o HB da @BTGPactual ?'
1521139608695803904,2022-05-02 14:48:38,0,False,0,0,b'Incr\xc3\xadvel como sempre o sistema do @BTGPactual fica fora do ar!'
1521139553981116416,2022-05-02 14:48:25,73,False,0,0,b'@BTGPactual N\xc3\xa3o consegui abrir at\xc3\xa9 agora.'
1521129059228557317,2022-05-02 14:06:43,453,False,2,0,b'@BTGPactual Infelizmente a @BTGPactual n\xc3\xa3o honra o compromisso com o cliente. \nPlataforma de alocar limites indispon\xc3\xadvel com frequ\xc3\xaancia. \nSaudades da @genialinveste'
